AGE;ANCSTRY1;ANCSTRY2;HISPANIC;INDUSTRY;LANG1;LANG2;OCCUP;POB;RACE;RPINCOME;SEX
45;900;999;199;870;2;000;748;013;002;008532;1
19;939;999;000;641;2;000;436;013;002;002500;0
44;087;999;000;831;1;607;365;013;001;008000;1
11;999;999;000;000;2;000;000;022;001;000000;1
10;900;999;199;000;2;000;000;013;002;000000;1
47;050;999;000;712;2;000;018;013;001;027000;1
78;920;999;000;840;2;000;447;013;304;009980;1
11;999;999;000;000;2;000;000;013;001;000000;0
17;900;999;000;000;2;000;000;013;002;000000;1
17;021;050;000;591;2;000;274;013;001;002700;0
08;939;999;000;000;2;000;000;013;001;000000;1
42;022;999;000;011;2;000;473;013;001;022200;0
51;999;999;000;000;2;000;000;013;002;000000;0
03;900;999;199;000;0;000;000;013;002;000000;1
17;939;999;000;000;2;000;000;013;002;000000;0
15;087;999;000;000;2;000;000;013;001;000000;0
14;900;999;000;000;2;000;000;013;002;000000;1
86;999;999;000;852;2;000;164;013;001;005940;1
51;011;999;000;410;2;000;804;139;001;024000;0
24;900;999;000;212;2;000;449;013;002;001500;1
90;900;999;000;000;2;000;000;013;002;004800;0
80;940;999;000;000;2;000;000;013;001;054956;1
68;097;022;000;420;2;000;828;046;001;010000;0
45;022;999;000;010;2;000;473;013;001;031550;1
34;999;999;000;831;2;000;095;013;001;031000;1
48;939;999;000;410;2;000;804;013;001;038000;0
60;940;999;000;000;2;000;000;013;001;005050;1
35;999;999;000;060;2;000;869;013;002;009200;0
76;087;999;000;000;2;000;000;013;001;016824;0
26;999;999;000;882;2;000;217;013;001;022500;0
32;900;999;000;060;2;000;874;036;002;011000;1
38;900;999;000;832;2;000;447;013;002;022000;1
36;999;999;000;042;2;000;617;013;002;035000;0
14;290;999;000;000;2;000;000;020;001;000000;1
68;032;050;000;000;2;000;000;039;001;007364;0
15;291;999;200;000;2;000;000;013;037;000000;0
07;032;050;199;000;2;000;000;006;001;000000;0
42;032;999;000;910;2;000;414;013;001;028000;0
68;032;022;000;861;2;000;022;051;001;011847;1
40;900;999;000;591;2;000;274;013;002;040000;0
05;087;999;000;000;2;000;000;013;001;000000;1
14;999;999;000;000;2;000;000;013;001;000000;1
02;026;050;000;000;0;000;000;013;001;000000;1
33;996;999;000;000;2;000;000;013;001;000000;1
50;900;999;000;280;2;000;779;013;002;032050;0
27;920;021;000;601;2;000;877;013;001;000000;1
05;050;999;000;000;2;000;000;013;001;000000;1
13;999;999;000;000;2;000;000;013;001;000000;1
22;900;999;000;910;2;000;426;006;002;017000;1
33;032;050;000;940;2;000;523;020;001;011400;0
26;050;999;000;940;2;000;523;022;001;010000;0
82;999;999;000;000;2;000;000;013;001;047032;1
65;900;999;000;000;2;000;000;013;002;004860;1
01;032;026;000;000;0;000;000;013;001;000000;1
65;026;999;000;560;2;000;259;013;001;019190;0
41;032;089;000;831;2;000;167;017;001;058000;0
31;087;999;000;450;2;000;235;045;001;039860;0
30;999;999;000;871;2;000;174;013;002;025300;1
14;900;999;000;000;2;000;000;036;002;000000;1
15;050;032;000;000;2;000;000;013;001;011131;1
11;999;999;000;000;1;625;000;013;002;000000;0
35;032;999;000;450;2;000;315;051;001;017687;1
80;939;999;000;000;2;000;000;047;001;007798;0
44;050;999;000;000;2;000;000;013;001;000000;1
15;999;999;000;000;2;000;000;013;001;000000;0
64;939;999;000;670;2;000;436;001;001;020693;1
27;920;999;000;162;2;000;779;013;001;019000;0
06;050;999;000;000;2;000;000;047;001;000000;0
40;999;999;000;060;2;000;035;013;001;018000;0
67;087;999;199;611;2;000;274;013;001;020552;1
18;022;999;000;601;1;625;436;047;001;002000;0
36;920;022;000;531;2;000;889;017;001;000000;0
56;939;999;000;910;2;000;174;013;001;000000;1
60;740;999;000;000;2;000;000;015;009;000000;1
08;720;084;000;000;2;000;000;015;008;000000;0
53;740;999;000;642;2;000;379;015;009;024000;1
14;148;032;000;000;2;000;000;036;001;000000;0
61;740;999;000;831;1;723;444;015;009;024000;1
47;020;032;000;712;2;000;254;017;001;005110;1
34;720;032;000;550;2;000;883;006;001;012000;0
05;740;210;001;000;2;000;000;015;009;000000;1
26;811;999;000;060;2;000;563;015;025;028000;0
07;261;032;002;000;2;000;000;015;001;000000;1
28;050;032;000;641;2;000;434;025;001;023010;1
27;811;720;000;712;2;000;869;015;008;020000;0
79;088;082;000;011;2;000;473;015;001;013699;0
08;924;999;000;000;2;000;000;015;009;000000;1
65;088;022;000;661;2;000;276;054;001;016251;1
10;811;999;000;000;2;000;000;015;025;000000;0
35;814;999;000;842;1;767;453;526;026;009174;1
20;999;999;000;942;2;000;829;048;002;012000;0
07;720;999;000;000;2;000;000;015;008;000000;0
09;814;999;000;000;2;000;000;015;026;000000;1
21;003;999;000;641;2;000;438;006;001;015025;1
48;706;999;000;842;2;000;156;015;006;032657;1
15;291;032;291;000;2;000;000;015;001;000000;0
31;920;050;199;731;2;000;337;006;327;012000;1
31;740;999;000;890;2;000;023;015;009;019375;1
35;210;999;001;751;2;000;689;006;037;020593;0
09;720;999;000;000;2;000;000;015;008;000000;0
23;900;999;000;940;1;724;904;013;002;019847;0
10;032;022;000;000;2;000;000;034;001;000000;0
38;750;999;000;641;1;724;436;218;011;002358;1
34;740;999;000;762;2;000;023;015;009;023152;0
68;022;811;000;000;2;000;000;015;001;022003;1
67;706;999;000;712;2;000;254;207;006;055769;0
64;706;999;000;741;2;000;022;015;006;026000;0
62;740;999;000;010;2;000;022;015;009;053099;0
21;811;291;291;700;2;000;027;015;025;013000;1
25;999;999;000;882;2;000;218;026;001;014000;0
27;935;999;000;000;2;000;000;301;001;000000;0
46;022;999;000;711;2;000;253;011;001;033000;0
08;811;706;000;000;2;000;000;015;021;000000;0
36;740;999;000;832;2;000;446;015;009;021000;0
01;706;999;000;000;0;000;000;015;025;000000;0
60;510;084;000;762;2;000;696;015;001;004045;0
18;811;999;000;641;2;000;444;015;025;001550;1
20;050;026;000;850;2;000;337;025;001;003400;1
45;706;999;000;060;2;000;053;015;006;055545;0
25;720;999;000;701;2;000;376;015;008;016150;1
05;900;032;000;000;2;000;000;015;001;000000;1
46;750;999;000;641;1;724;435;218;011;042556;1
06;720;811;000;000;2;000;000;015;008;000000;0
43;720;999;000;762;1;746;449;231;008;006000;1
71;706;999;000;000;1;708;000;207;006;006510;0
50;050;999;000;060;2;000;585;032;001;002840;0
52;720;999;000;641;1;746;444;231;008;013000;1
30;720;999;000;831;1;742;443;231;008;007000;0
10;720;999;000;000;1;742;000;231;008;000000;0
00;720;999;000;000;0;000;000;015;008;000000;0
30;720;999;004;762;1;746;433;231;008;016000;0
00;720;999;000;000;0;000;000;015;008;000000;0
23;720;999;000;642;2;000;276;015;008;003700;1
02;022;051;000;000;0;000;000;103;001;000000;0
13;999;999;000;000;2;000;000;006;033;000000;1
00;829;999;000;000;0;000;000;015;001;000000;0
43;720;999;000;641;1;742;453;231;008;013900;0
24;032;050;000;942;2;000;022;015;001;021626;0
07;750;999;000;000;1;724;000;048;001;000000;0
12;814;999;000;000;1;767;000;015;026;000000;0
29;811;999;000;762;2;000;486;015;025;001500;1
41;999;999;000;641;2;000;436;015;026;011165;1
50;811;740;000;421;2;000;337;015;025;031000;1
70;740;999;000;000;1;723;000;015;009;029600;1
71;088;999;000;711;2;000;022;034;001;032200;0
39;811;999;000;410;2;000;804;015;025;016865;0
01;811;999;000;000;0;000;000;015;025;000000;0
78;924;999;000;000;2;000;000;006;001;000000;0
11;740;706;000;000;2;000;000;015;009;000000;0
40;811;706;000;842;2;000;313;015;025;013500;1
13;999;999;000;000;2;000;000;051;001;000000;1
33;051;050;000;700;2;000;025;053;001;038200;0
20;032;999;000;010;2;000;475;053;001;006000;0
51;032;920;000;060;2;000;869;053;001;015417;1
08;082;999;000;000;2;000;000;016;001;000000;0
10;051;999;000;000;2;000;000;016;001;000000;0
43;082;999;000;831;2;000;203;053;001;006000;0
06;920;024;000;000;2;000;000;016;001;000000;0
36;032;999;000;282;2;000;783;053;001;045000;0
34;089;999;000;282;2;000;013;030;001;033000;0
13;082;050;000;000;2;000;000;016;001;000000;1
68;931;999;000;000;2;000;000;301;001;020800;1
55;022;032;000;000;2;000;000;053;001;000000;1
46;026;022;000;820;2;000;085;016;001;126865;0
66;022;050;000;000;2;000;000;027;001;002940;1
40;022;999;000;060;2;000;783;053;001;020000;0
40;084;032;000;842;2;000;808;006;001;006620;0
74;022;999;000;000;2;000;000;050;001;007704;0
62;082;032;000;842;2;000;337;008;001;012000;1
10;032;050;000;000;2;000;000;016;001;000000;0
13;999;999;000;000;2;000;000;016;001;000000;0
44;931;920;000;842;2;000;158;053;326;016500;1
35;920;999;000;531;1;742;503;053;002;015000;0
25;920;022;000;241;2;000;727;016;326;004000;0
75;089;999;000;010;2;000;473;053;001;014846;0
08;024;032;000;000;2;000;000;016;001;000000;1
64;050;022;000;700;2;000;184;054;001;015567;1
05;032;022;000;000;2;000;000;006;001;000000;0
09;032;999;000;000;2;000;000;016;001;000000;0
26;089;152;000;960;2;000;508;042;001;003800;1
06;939;999;000;000;2;000;000;041;001;000000;0
18;210;999;001;000;1;625;000;315;001;000000;0
67;026;050;000;000;2;000;000;029;001;030250;0
10;210;999;001;000;1;625;000;016;001;000000;1
86;999;999;000;761;2;000;446;046;001;003732;1
79;022;999;000;000;2;000;000;016;001;006996;1
03;920;045;000;000;0;000;000;041;001;000000;1
18;022;999;000;850;2;000;138;016;001;000400;1
40;051;999;000;550;2;000;856;055;001;011700;0
21;022;210;000;831;2;000;447;016;001;004123;0
57;032;088;000;711;2;000;375;038;001;044000;1
09;082;022;000;000;2;000;000;016;001;000000;0
20;032;999;000;641;2;000;276;006;001;002000;1
67;022;050;000;410;2;000;804;041;001;010058;0
06;935;999;000;000;2;000;000;016;001;000000;0
32;032;999;000;322;2;000;213;008;001;035000;0
56;996;999;000;842;2;000;313;016;001;015332;1
15;026;032;000;000;2;000;000;016;001;000000;1
55;089;050;000;700;2;000;022;016;001;094500;0
00;999;999;000;000;0;000;000;016;001;000000;0
37;087;999;000;842;2;000;157;016;001;023000;1
12;021;111;000;000;2;000;000;006;001;000000;1
75;022;999;000;042;2;000;614;016;001;010800;0
80;032;999;000;000;2;000;000;017;001;009600;1
22;210;999;001;772;1;625;458;016;037;008700;1
26;022;088;000;192;2;000;777;016;001;013662;0
12;022;032;000;000;2;000;000;016;001;000000;0
02;999;999;000;000;0;000;000;016;001;000000;0
23;210;999;001;010;1;625;475;315;037;008000;0
20;022;020;000;011;2;000;856;016;001;000200;0
27;011;999;000;850;2;000;154;042;001;001200;0
14;026;050;000;000;2;000;000;016;001;000000;1
09;032;022;000;000;2;000;000;016;001;000000;1
08;022;999;000;000;2;000;000;016;001;000000;0
62;020;999;000;000;2;000;000;016;001;000000;1
70;020;022;000;000;2;000;000;016;001;013160;0
27;022;999;000;832;2;000;447;049;001;000000;1
33;026;999;000;010;2;000;475;016;001;025000;0
07;153;022;000;000;2;000;000;016;001;000000;0
12;022;032;000;000;2;000;000;016;001;000000;0
65;089;999;000;000;2;000;000;016;001;006000;0
27;032;999;000;000;2;000;000;017;001;000000;1
65;022;032;000;890;2;000;023;017;001;055000;0
32;999;999;000;060;2;000;563;017;001;022000;0
80;032;999;000;000;2;000;000;017;001;003611;1
23;021;999;000;700;2;000;022;017;001;019790;0
22;939;999;000;810;2;000;199;017;001;003500;0
58;022;999;000;661;2;000;243;017;001;013500;1
10;022;032;000;000;1;625;000;017;001;000000;1
08;051;999;000;000;2;000;000;017;001;000000;0
21;032;050;000;172;2;000;022;006;001;013800;1
48;022;999;000;270;2;000;849;017;001;031000;0
14;032;026;000;000;2;000;000;019;001;000000;0
65;999;999;000;901;2;000;453;017;001;011000;0
50;032;999;000;311;2;000;628;017;001;035000;0
75;940;999;000;000;2;000;000;017;001;009312;1
15;999;999;000;000;2;000;000;017;001;000000;0
45;032;022;000;600;2;000;243;017;001;012000;1
51;999;999;000;910;2;000;415;017;001;030000;0
67;022;999;000;842;2;000;156;017;001;016064;1
43;032;999;000;311;1;620;364;019;001;017500;0
17;051;032;000;832;2;000;444;017;001;000000;1
48;020;022;000;842;2;000;095;017;001;023050;1
06;032;089;000;000;2;000;000;017;001;000000;1
23;032;022;000;601;2;000;877;009;001;017000;0
26;032;153;000;641;2;000;017;042;001;004825;0
10;089;999;000;000;2;000;000;017;001;000000;0
08;089;999;000;000;2;000;000;017;001;000000;0
70;939;999;000;010;2;000;473;017;001;025760;0
27;032;999;000;392;2;000;719;017;001;003776;1
64;021;999;000;060;2;000;005;017;001;012000;0
71;996;999;000;000;2;000;000;017;001;003793;1
27;210;999;001;270;1;625;723;048;037;025435;0
83;050;999;000;831;2;000;095;017;001;011000;1
05;290;999;002;000;2;000;000;017;001;000000;1
29;999;999;000;171;2;000;307;017;001;000000;1
09;032;999;000;000;2;000;000;023;001;000000;0
43;291;999;001;000;2;000;000;048;001;007800;0
07;999;999;000;000;2;000;000;055;001;000000;0
65;082;999;000;631;2;000;185;055;001;000000;1
26;050;999;000;861;2;000;163;017;001;016900;1
45;022;999;000;192;2;000;073;017;001;045586;0
31;032;082;000;712;2;000;254;019;001;015000;0
55;999;999;000;331;2;000;785;017;001;039000;0
76;089;999;000;900;1;614;389;031;001;028252;1
03;051;999;000;000;0;000;000;017;001;000000;0
35;939;999;000;291;2;000;706;017;001;009962;0
30;924;999;000;000;2;000;000;055;001;004800;0
30;082;999;000;762;2;000;435;046;001;007500;1
44;032;142;000;812;2;000;205;017;001;013000;1
38;050;032;000;351;2;000;785;017;001;030000;1
13;032;050;000;000;2;000;000;017;001;000000;1
12;032;022;000;000;2;000;000;017;001;000000;1
42;022;999;000;300;2;000;233;017;001;030000;0
12;077;032;000;000;2;000;000;027;001;000000;0
47;920;999;000;331;2;000;217;040;310;053000;0
39;020;032;000;842;2;000;157;017;001;030010;1
32;999;999;000;251;2;000;755;017;001;028000;0
38;021;999;000;832;2;000;303;017;001;032867;0
45;089;032;000;842;2;000;156;017;001;027300;1
47;032;020;000;530;2;000;217;017;001;030547;0
54;999;999;000;471;2;000;507;017;001;020000;0
68;050;051;000;601;2;000;276;017;001;020728;0
07;032;026;000;000;2;000;000;017;001;000000;0
15;939;999;000;000;2;000;000;017;001;000000;0
19;050;051;000;011;2;000;479;017;001;001328;1
78;032;022;000;712;2;000;254;017;001;035000;0
30;939;999;000;010;2;000;479;017;001;011895;0
29;022;999;000;641;2;000;017;039;001;000000;1
64;032;999;000;060;2;000;558;019;001;006048;0
78;142;999;000;632;2;000;243;017;001;017213;0
30;210;999;001;270;1;625;706;048;001;014000;0
41;050;022;000;392;2;000;518;017;001;003828;0
58;050;021;000;000;2;000;000;017;001;000000;1
74;022;999;000;000;2;000;000;021;001;023600;0
28;939;999;000;591;2;000;337;005;001;000000;1
25;050;026;000;331;2;000;313;017;001;014000;1
84;022;999;000;000;2;000;000;047;001;004800;1
31;082;088;000;442;2;000;529;017;001;020000;0
02;261;999;000;000;0;000;000;017;001;000000;1
80;142;999;000;000;1;645;000;017;001;006894;1
30;999;999;000;000;2;000;000;017;001;004368;0
34;022;999;000;342;2;000;719;044;001;015000;1
50;022;920;000;342;2;000;453;017;001;018574;1
16;021;050;000;000;2;000;000;017;001;000000;0
07;999;999;000;000;2;000;000;017;001;000000;1
22;142;050;000;850;2;000;469;017;001;003500;0
09;089;032;199;000;2;000;000;017;001;000000;0
13;999;999;000;000;2;000;000;017;001;000000;1
33;032;999;000;641;2;000;434;017;001;000000;1
01;032;999;000;000;0;000;000;017;001;000000;1
56;999;999;000;060;2;000;567;017;001;001681;0
10;999;999;000;000;2;000;000;017;001;000000;0
11;050;999;000;000;2;000;000;017;001;000000;1
66;022;032;000;000;2;000;000;017;001;002880;1
43;022;999;000;392;2;000;259;027;001;037000;0
48;900;999;000;831;2;000;447;021;002;020000;1
72;089;999;000;781;1;614;186;017;001;023250;1
18;195;999;000;000;2;000;000;017;001;000000;0
07;999;999;000;000;2;000;000;017;001;000000;1
68;050;999;000;000;2;000;000;017;001;009285;1
21;032;050;000;601;2;000;888;018;001;003792;1
26;032;021;000;893;2;000;183;017;001;054900;1
75;032;999;000;000;2;000;000;017;001;010748;1
07;900;999;000;000;2;000;000;017;002;000000;1
54;032;050;000;171;2;000;195;017;001;021993;0
01;996;999;000;000;0;000;000;017;001;000000;0
04;920;032;000;000;0;000;000;017;001;000000;0
09;089;050;000;000;2;000;000;017;001;000000;0
34;032;082;000;840;2;000;207;019;001;000000;1
63;999;999;000;000;2;000;000;017;001;005000;1
38;032;999;000;312;2;000;785;017;001;034500;0
53;022;032;000;312;2;000;056;017;001;078600;0
13;939;999;000;000;2;000;000;017;001;000000;1
32;082;022;000;663;2;000;883;001;001;018000;1
57;089;999;000;212;2;000;796;017;001;012000;1
11;032;153;000;000;2;000;000;042;001;000000;1
26;022;999;000;241;2;000;363;017;001;002100;0
60;032;999;000;842;2;000;156;017;001;035560;1
01;929;051;000;000;0;000;000;017;001;000000;0
22;032;050;000;360;2;000;889;017;001;007000;0
28;021;999;000;791;2;000;469;017;001;003000;1
06;032;210;000;000;2;000;000;017;001;000000;0
53;050;999;000;410;2;000;803;017;001;037000;0
65;021;999;000;471;2;000;804;017;001;035000;0
62;032;022;000;000;2;000;000;017;001;000000;1
00;032;999;000;000;0;000;000;017;001;000000;0
11;032;999;000;000;2;000;000;017;001;000000;1
50;032;920;000;000;2;000;000;017;001;000000;1
36;087;032;000;450;2;000;875;017;001;046000;0
10;999;999;000;000;2;000;000;017;001;000000;0
07;022;920;000;000;2;000;000;017;001;000000;0
90;999;999;000;000;2;000;000;017;001;003190;1
06;050;089;000;000;2;000;000;017;001;000000;1
29;999;999;000;312;2;000;785;017;001;031000;0
02;999;999;000;000;0;000;000;017;001;000000;1
01;088;089;000;000;0;000;000;017;001;000000;1
58;291;999;000;000;2;000;000;017;001;000000;1
81;032;050;000;010;2;000;475;019;001;020714;0
32;032;999;000;771;2;000;744;017;001;000400;1
40;900;999;000;910;2;000;335;017;002;000000;0
80;999;999;000;000;2;000;000;017;001;006288;0
05;050;920;000;000;2;000;000;017;001;000000;0
55;050;999;000;641;2;000;436;017;001;002000;1
66;939;999;000;000;2;000;000;018;001;006622;0
14;050;032;000;000;2;000;000;017;001;000000;1
46;032;999;000;880;2;000;176;017;001;023000;0
88;022;032;000;000;2;000;000;017;001;013640;0
19;032;050;000;910;2;000;313;040;001;001929;1
34;032;050;000;842;2;000;436;017;001;005200;1
10;050;032;000;000;2;000;000;017;001;000000;1
54;008;999;000;932;2;000;027;017;001;021854;0
77;021;026;000;671;2;000;277;017;001;010541;1
10;051;050;000;000;2;000;000;017;001;000000;0
62;999;999;000;901;2;000;033;017;001;017179;1
32;999;999;000;440;1;625;523;017;001;000643;1
35;050;999;000;850;2;000;386;017;001;016000;0
71;051;999;000;000;2;000;000;017;001;000000;1
20;920;900;000;901;2;000;379;017;002;002889;1
65;032;999;000;000;2;000;000;017;001;002400;1
15;250;999;237;000;1;625;000;017;037;000000;1
64;032;022;000;512;2;000;889;017;001;017310;0
40;050;022;000;671;2;000;277;017;001;017000;0
56;032;999;000;530;2;000;064;017;001;061000;0
25;032;999;000;551;2;000;337;017;001;001000;1
00;032;999;000;000;0;000;000;017;001;000000;1
78;999;999;000;010;2;000;475;017;001;005800;0
31;939;999;000;641;2;000;017;029;001;-04000;1
38;088;999;000;060;2;000;567;019;001;007000;0
24;032;999;000;831;2;000;436;017;001;008292;1
15;920;050;000;000;2;000;000;017;001;000000;1
62;089;999;000;623;2;000;264;017;001;007000;1
76;999;999;000;000;2;000;000;017;001;002268;1
01;050;929;000;000;0;000;000;017;001;000000;0
72;051;999;000;000;2;000;000;017;001;009948;0
17;032;999;000;592;2;000;276;021;001;003441;1
15;032;050;000;000;2;000;000;017;001;000000;1
78;999;999;000;000;2;000;000;017;001;006740;1
21;022;999;000;850;2;000;144;019;001;000700;1
73;032;999;000;000;2;000;000;017;001;003300;1
80;032;999;000;000;2;000;000;017;001;008875;0
64;032;999;000;000;2;000;000;017;001;000000;1
31;050;999;000;700;2;000;025;017;001;026846;0
11;032;999;000;000;2;000;000;017;001;000000;0
82;022;999;000;000;2;000;000;017;001;010800;1
37;022;999;000;891;2;000;585;017;001;026936;0
59;032;022;000;392;2;000;575;017;001;021000;0
61;939;999;000;471;2;000;777;017;001;019978;0
72;050;999;000;000;2;000;000;017;001;012862;0
10;032;051;000;000;2;000;000;017;001;000000;1
84;920;050;000;000;2;000;000;017;001;004872;1
77;109;999;000;000;1;650;000;017;001;011581;1
20;920;999;000;592;2;000;276;017;001;008000;1
64;022;032;000;000;2;000;000;017;001;003495;1
82;142;999;000;000;2;000;000;005;001;019700;1
49;996;999;000;591;2;000;243;048;001;020124;1
74;050;999;199;000;2;000;000;037;001;004800;0
65;050;026;000;842;2;000;276;017;001;004260;1
15;900;999;000;000;2;000;000;017;002;000000;1
16;900;999;000;000;2;000;000;017;002;000000;1
68;999;999;000;000;2;000;000;017;001;007200;0
13;050;999;000;000;2;000;000;017;001;000000;1
57;032;999;000;882;2;000;043;017;001;041000;0
70;050;999;000;000;2;000;000;047;001;004126;1
25;032;050;000;000;2;000;000;029;001;004469;1
16;210;999;001;000;1;625;000;008;037;000000;0
32;026;050;000;450;2;000;577;017;001;042500;0
04;022;109;000;000;0;000;000;015;001;000000;0
06;051;125;199;000;2;000;000;017;001;000000;0
54;087;999;000;320;2;000;637;017;001;030000;0
39;032;999;000;660;2;000;274;017;001;012810;1
16;999;999;000;530;2;000;804;017;001;000000;0
43;999;999;000;760;2;000;022;017;001;016950;0
23;082;999;000;601;2;000;877;039;001;004000;0
70;939;999;000;000;2;000;000;047;001;001107;0
07;032;999;000;000;2;000;000;017;001;000000;0
20;032;999;000;401;2;000;507;017;001;012000;0
06;088;032;000;000;2;000;000;017;001;000000;0
56;050;021;000;000;2;000;000;029;001;000000;1
23;026;999;000;700;2;000;383;029;001;008000;1
38;087;026;000;000;2;000;000;022;001;000000;1
00;999;999;000;000;0;000;000;017;002;000000;0
17;900;999;000;000;2;000;000;017;002;000000;1
70;999;999;000;000;2;000;000;028;002;010800;0
35;900;999;000;871;2;000;389;029;002;001850;1
36;900;999;000;000;2;000;000;029;002;004500;1
33;900;999;000;762;2;000;303;029;002;015000;0
02;051;050;000;000;0;000;000;017;001;000000;0
42;032;999;000;580;2;000;276;017;001;029962;0
21;050;111;000;591;2;000;274;017;001;006000;1
07;935;032;000;000;2;000;000;018;001;000000;0
32;032;026;000;831;2;000;095;029;001;000000;1
37;026;032;000;701;2;000;383;029;001;038000;1
05;032;999;000;000;2;000;000;017;001;000000;1
50;022;148;000;060;2;000;313;036;001;011113;1
15;939;999;000;000;2;000;000;017;001;000000;1
66;999;999;000;000;2;000;000;017;001;000000;1
13;142;999;000;000;2;000;000;020;001;000000;0
01;032;050;000;000;0;000;000;017;001;000000;0
33;900;999;000;040;2;000;616;017;002;035000;0
59;032;999;000;781;2;000;019;017;001;038000;0
47;920;999;000;621;2;000;567;017;001;003000;0
47;050;032;000;041;2;000;628;029;001;047000;0
37;032;050;000;241;2;000;727;017;001;017006;0
06;924;999;000;000;2;000;000;017;001;000000;1
27;022;999;000;452;2;000;435;039;001;018907;0
84;051;999;000;000;1;619;000;120;001;003600;1
48;032;999;000;831;2;000;098;017;001;018000;1
24;032;999;000;060;2;000;313;017;001;016000;1
22;050;999;000;011;2;000;889;017;001;000590;1
78;022;999;000;000;1;607;000;017;001;004920;0
31;999;999;000;842;2;000;468;029;001;000000;1
31;032;999;000;060;2;000;558;017;001;036000;0
24;032;050;000;110;2;000;877;017;001;001000;1
75;051;999;000;000;2;000;000;017;001;008362;1
32;022;032;000;300;2;000;889;017;001;000300;0
29;936;999;000;351;2;000;365;022;001;021000;0
50;022;999;000;901;2;000;453;017;001;000172;1
46;032;089;000;391;2;000;027;029;001;045819;0
09;050;032;000;000;2;000;000;017;001;000000;1
15;084;999;000;000;2;000;000;017;001;001656;0
32;026;999;000;910;2;000;006;018;001;022000;0
18;050;900;000;641;2;000;276;017;002;000000;1
29;920;129;000;741;2;000;303;017;001;000000;1
90;999;999;000;000;2;000;000;017;001;004200;0
03;032;999;000;000;0;000;000;020;001;000000;0
38;026;999;000;050;2;000;616;017;001;020000;0
25;050;999;000;060;2;000;567;017;001;006000;0
68;939;999;000;000;2;000;000;017;001;007620;1
33;032;999;000;411;2;000;889;005;001;-00773;0
08;050;920;000;000;2;000;000;017;001;000000;1
58;022;999;000;550;2;000;337;017;001;022620;0
32;089;999;000;850;2;000;163;017;001;024000;1
61;939;999;000;041;2;000;338;017;001;027736;1
68;032;999;000;000;2;000;000;017;001;005840;1
22;999;999;000;281;2;000;783;017;001;013600;0
53;022;050;000;901;2;000;389;017;001;000900;1
14;022;032;000;000;2;000;000;017;001;000000;0
09;032;022;000;000;2;000;000;017;001;000000;0
57;939;999;000;601;2;000;877;017;001;021500;0
10;999;999;000;000;2;000;000;017;001;000000;0
13;032;999;000;000;2;000;000;017;001;000000;0
78;032;022;000;000;2;000;000;017;001;004900;0
12;935;050;000;000;2;000;000;018;001;000000;0
15;900;999;000;000;2;000;000;017;002;000000;0
19;999;999;000;591;2;000;274;017;001;003000;0
77;026;032;000;000;2;000;000;017;001;009240;0
17;999;999;000;000;2;000;000;017;001;000000;1
74;097;032;000;000;2;000;000;017;001;012712;1
70;021;999;000;000;2;000;000;017;001;008000;0
45;087;999;000;470;2;000;235;017;001;026000;0
22;032;999;000;172;2;000;384;017;001;008800;1
11;032;999;000;000;2;000;000;017;001;000000;1
63;022;999;000;410;2;000;804;017;001;016419;0
07;999;999;000;000;2;000;000;017;001;000000;0
13;939;999;000;000;2;000;000;017;001;000000;0
84;022;050;000;010;2;000;473;017;001;007777;0
88;022;999;000;000;2;000;000;017;001;036553;1
10;032;999;000;000;2;000;000;017;001;000000;0
36;032;050;000;850;2;000;014;018;001;020047;1
31;999;999;000;881;2;000;439;039;001;004232;1
16;999;999;000;000;2;000;000;017;001;000000;1
00;142;032;000;000;0;000;000;017;001;000000;1
65;032;026;000;832;2;000;436;017;001;007900;1
45;032;999;000;010;2;000;479;017;001;000000;0
44;050;920;000;832;2;000;447;018;001;005830;1
15;032;050;000;000;2;000;000;017;001;000450;0
66;032;050;000;450;2;000;577;017;001;047821;0
61;032;999;000;011;2;000;473;017;001;004000;1
70;939;999;000;000;2;000;000;017;001;005837;1
35;939;999;000;751;2;000;507;017;001;015000;0
20;999;999;000;641;2;000;436;039;001;005995;1
77;050;999;000;000;2;000;000;017;001;010821;1
05;920;050;000;000;2;000;000;017;001;000000;0
30;032;022;000;623;2;000;243;017;001;025600;1
63;022;999;199;842;2;000;433;139;001;013388;1
08;999;999;000;000;2;000;000;017;001;000000;0
77;032;999;000;623;2;000;264;017;001;007275;1
37;032;999;000;010;2;000;628;017;001;021027;0
70;032;021;000;000;2;000;000;017;001;015076;0
25;087;999;000;642;2;000;276;017;001;015000;0
64;032;022;000;400;2;000;823;017;001;033256;0
76;087;999;000;172;1;620;022;017;001;050000;0
32;900;999;000;812;2;000;337;023;001;015000;1
23;999;999;000;282;2;000;725;017;001;013550;0
19;032;088;000;762;2;000;317;017;001;005000;1
69;996;999;000;000;2;000;000;005;001;004692;1
27;900;999;000;841;2;000;315;047;002;015849;1
70;020;022;000;880;2;000;176;012;001;063721;0
40;050;032;000;591;2;000;276;017;001;010000;1
21;032;050;000;682;2;000;677;020;001;005700;1
09;900;999;000;000;2;000;000;017;002;000000;1
70;032;999;000;000;2;000;000;017;001;017262;1
55;999;999;000;000;2;000;000;017;001;000000;1
13;032;999;000;000;2;000;000;017;001;000000;0
38;900;999;000;831;2;000;203;017;002;019569;1
41;032;999;000;282;2;000;783;017;001;040000;0
